LICENCE_NO,AREA_CODE,AREA_NAME,LW_FREQUENCY_START,LW_FREQUENCY_END,UP_FREQUENCY_START,UP_FREQUENCY_END
11656513,AP_11656513_0019,Area 0019,25100000000,26100000000,,
11656513,AP_11656513_0039,Area 0039,25100000000,25500000000,,
11656513,AP_11656513_0038,Area 0038,25100000000,26100000000,,
11656513,AP_11656513_0011,Area 0011,25500000000,25600000000,,
11656513,AP_11656513_0012,Area 0012,25100000000,26100000000,,
11656513,AP_11656513_0013,Area 0013,25100000000,25700000000,,
11656513,AP_11656513_0014,Area 0014,25100000000,25700000000,,
11656513,AP_11656513_0015,Area 0015,25100000000,26100000000,,
11656513,AP_11656513_0016,Area 0016,25100000000,26100000000,,
11656513,AP_11656513_0001,Area 0001,25100000000,25500000000,,
11656513,AP_11656513_0002,Area 0002,25500000000,25600000000,,
11656513,AP_11656513_0017,Area 0017,25100000000,26100000000,,
11656513,AP_11656513_0018,Area 0018,25500000000,25600000000,,
11656513,AP_11656513_0040,Area 0040,25100000000,25700000000,,
11656513,AP_11656513_0020,Area 0020,25100000000,25700000000,,
11656513,AP_11656513_0021,Area 0021,25100000000,26100000000,,
11656513,AP_11656513_0022,Area 0022,25100000000,25700000000,,
11656513,AP_11656513_0023,Area 0023,25100000000,25700000000,,
11656513,AP_11656513_0024,Area 0024,25100000000,26100000000,,
11656513,AP_11656513_0025,Area 0025,25100000000,26100000000,,
11656513,AP_11656513_0026,Area 0026,25100000000,26100000000,,
11656513,AP_11656513_0027,Area 0027,25100000000,26100000000,,
11656513,AP_11656513_0028,Area 0028,25100000000,26100000000,,
11656513,AP_11656513_0029,Area 0029,25100000000,26100000000,,
11656513,AP_11656513_0030,Area 0030,25100000000,26100000000,,
11656513,AP_11656513_0031,Area 0031,25100000000,25700000000,,
11656513,AP_11656513_0032,Area 0032,25100000000,26100000000,,
11656513,AP_11656513_0033,Area 0033,25100000000,26100000000,,
11656513,AP_11656513_0034,Area 0034,25100000000,26100000000,,
11656513,AP_11656513_0035,Area 0035,25500000000,25600000000,,
11656513,AP_11656513_0036,Area 0036,25100000000,26100000000,,
11656513,AP_11656513_0037,Area 0037,25500000000,25600000000,,
11672652,AP_11730170_6512,ma001,24700000000,25000000000,,
11672653,AP_11732110_6513,ma001,26700000000,27500000000,,
11691079,AP_11691079_0001,Area 0001,27500000000,30000000000,,
11713128,AP_11713128_6511,ma001,25100000000,25500000000,,
9263429,AP_9263525_1640,Sydney,825000000,835000000,870000000,880000000
9263429,AP_9263525_1636,Adelaide,825000000,835000000,870000000,880000000
9263429,AP_9263525_1637,Brisbane,825000000,835000000,870000000,880000000
9263429,AP_9263525_1638,Melbourne,825000000,835000000,870000000,880000000
9263429,AP_9263525_1639,Perth,825000000,835000000,870000000,880000000
9263429,AP_9263525_1641,Reg_Remote_Aus,825000000,830000000,870000000,875000000
9263433,AP_9263524_1634,Sydney,835000000,845000000,880000000,890000000
9263433,AP_9263524_1635,Reg_Remote_Aus,830000000,845000000,875000000,890000000
9263433,AP_9263524_1633,Perth,835000000,845000000,880000000,890000000
9263433,AP_9263524_1632,Melbourne,835000000,845000000,880000000,890000000
9263433,AP_9263524_1631,Brisbane,835000000,845000000,880000000,890000000
9263433,AP_9263524_1630,Adelaide,835000000,845000000,880000000,890000000
9263448,AP_9263499_1602,Sydney,1755000000,1770000000,1850000000,1865000000
9263448,AP_9263499_1601,Perth,1755000000,1770000000,1850000000,1865000000
9263448,AP_9263499_1600,Melbourne,1755000000,1770000000,1850000000,1865000000
9263448,AP_9263499_1598,Adelaide,1755000000,1770000000,1850000000,1865000000
9263448,AP_9263499_1599,Brisbane,1755000000,1770000000,1850000000,1865000000
9263452,AP_9263500_1605,Melbourne,1725000000,1737500000,1820000000,1832500000
9263452,AP_9263500_1603,Adelaide,1730000000,1740000000,1825000000,1835000000
9263452,AP_9263500_1604,Brisbane,1730000000,1740000000,1825000000,1835000000
9263452,AP_9263500_1606,Perth,1730000000,1740000000,1825000000,1835000000
9263452,AP_9263500_1607,Sydney,1725000000,1740000000,1820000000,1835000000
9263452,AP_9263500_1608,Darwin,1745000000,1750000000,1840000000,1845000000
9263452,AP_9263500_1610,Canberra,1730000000,1735000000,1825000000,1830000000
9263452,AP_9263500_1609,Tasmania,1745000000,1750000000,1840000000,1845000000
9263460,AP_9263513_1623,Brisbane,1770000000,1775000000,1865000000,1870000000
9263461,AP_9263515_1625,Perth,1770000000,1775000000,1865000000,1870000000
9367136,AP_9367136_1694,Brisbane,1740000000,1745000000,1835000000,1840000000
9367136,AP_9367136_1697,Perth,1740000000,1745000000,1835000000,1840000000
9367136,AP_9367136_1696,Adelaide,1740000000,1745000000,1835000000,1840000000
9367136,AP_9367136_1695,Melbourne,1737500000,1740000000,1832500000,1835000000
9367781,AP_9367781_1735,Perth,1775000000,1785000000,1870000000,1880000000
9367783,AP_9367783_1737,Brisbane,1775000000,1785000000,1870000000,1880000000
9369568,AP_9369568_1746,Area 2,2302000000,2400000000,,
9369568,AP_9369568_1747,Area 3,2302000000,2365000000,,
9369568,AP_9369568_1748,Area 4,2302000000,2365000000,,
9369568,AP_9369568_1749,Area 5,2302000000,2365000000,,
9369568,AP_9369568_1745,Area 1,2302000000,2400000000,,
9369568,AP_9369568_1750,Area 6,2337000000,2365000000,,
9369568,AP_9369568_1751,Area 7,2337000000,2365000000,,
9445340,AP_9445340_2304,National,2570000000,2585000000,,
9445341,AP_9445341_2305,National,2585000000,2595000000,,
9445342,AP_9445342_2306,National,2595000000,2605000000,,
9445343,AP_9445343_2307,National,2605000000,2620000000,,
9448618,AP_9448618_2646,Merge: 2.3 GHz Band Adelaide + 2.3 GHz Band,2386000000,2400000000,,
9448619,AP_9448619_2649,2.3 GHz Band,2330000000,2400000000,,
9448619,AP_9448619_2647,2.3 GHz Band,2302000000,2400000000,,
9448619,AP_9448619_2650,Merge: 2.3 GHz Band + 2.3 GHz Band,2302000000,2400000000,,
9448619,AP_9448619_2653,Merge: 2.3 GHz Band + Merge: 2.3 GHz Band + 2.3 GHz Band,2309000000,2400000000,,
9448619,AP_9448619_2648,2.3 GHz Band,2302000000,2386000000,,
9448619,AP_9448619_2652,Merge: 2.3 GHz Band + Merge: 2.3 GHz Band + 2.3 GHz Band,2302000000,2393000000,,
9448619,AP_9448619_2651,Merge: 2.3 GHz Band + 2.3 GHz Band,2302000000,2393000000,,
9448620,AP_9448620_2654,2.3 GHz Band Perth,2386000000,2400000000,,
9448621,AP_9448621_2655,Merge: 2.3 GHz Band + 2.3 GHz Band,2302000000,2309000000,,
9460456,AP_9460456_2677,Adelaide,1775000000,1785000000,1870000000,1880000000
9460463,AP_9460463_2684,Sydney,1770000000,1775000000,1865000000,1870000000
9460464,AP_9460464_2685,Sydney,1775000000,1785000000,1870000000,1880000000
9460484,AP_9460484_2688,Melbourne,1770000000,1775000000,1865000000,1870000000
9460485,AP_9460485_2689,Melbourne,1775000000,1785000000,1870000000,1880000000
9460720,AP_9460720_2696,2.3 GHz Band,2302000000,2393000000,,
9460720,AP_9460720_2695,2.3 GHz Band,2330000000,2400000000,,
9460720,AP_9460720_2694,2.3 GHz Band,2309000000,2400000000,,
9460720,AP_9460720_2697,2.3 GHz Band,2302000000,2386000000,,
9460721,AP_9460721_2698,2.3 GHz Band,2302000000,2386000000,,
9460722,AP_9460722_2699,2.3 GHz Band,2302000000,2393000000,,
9469858,AP_9469858_2735,Area 1,703000000,713000000,758000000,768000000
9469862,AP_9469862_2736,Area 1,713000000,733000000,768000000,788000000
9469864,AP_9469864_2737,Area 1,2550000000,2570000000,2670000000,2690000000
9469870,AP_9469870_2738,Area 1,2550000000,2570000000,2670000000,2690000000
9469871,AP_9469871_2739,Area 1,2510000000,2550000000,2630000000,2670000000
9469878,AP_9469878_2740,Area 1,2510000000,2550000000,2630000000,2670000000
9599659,AP_9599659_2776,2.3 GHz Band,2365000000,2400000000,,
9599659,AP_9599659_2777,2.3 GHz Band,2302000000,2337000000,,
9599659,AP_9599659_2779,2.3 GHz Band,2365000000,2400000000,,
9599659,AP_9599659_2779,2.3 GHz Band,2302000000,2337000000,,
9599659,AP_9599659_2778,2.3 GHz Band,2365000000,2400000000,,
9599659,AP_9599659_2777,2.3 GHz Band,2365000000,2400000000,,
9599659,AP_9599659_2778,2.3 GHz Band,2302000000,2337000000,,
9619844,AP_9619844_2798,Sydney,1740000000,1755000000,1835000000,1850000000
9619844,AP_9619844_2800,Merge: Brisbane + Merge: Adelaide + Perth,1745000000,1755000000,1840000000,1850000000
9619844,AP_9619844_2799,Melbourne,1740000000,1755000000,1835000000,1850000000
9998087,AP_9998087_3629,North Queensland (Cairns/Townsville),1710000000,1712500000,1805000000,1807500000
