LICENCE_NO,AREA_CODE,AREA_NAME,LW_FREQUENCY_START,LW_FREQUENCY_END,UP_FREQUENCY_START,UP_FREQUENCY_END
11204122,AP_11204122_5509,MA49,27500000000,30000000000,,
11204122,AP_11204122_5510,MA50,27500000000,30000000000,,
11204122,AP_11204122_5511,MA51,27500000000,30000000000,,
11204122,AP_11204122_5512,MA52,27500000000,30000000000,,
11204122,AP_11204122_5513,MA53,27500000000,30000000000,,
11204122,AP_11204122_5514,MA54,27500000000,30000000000,,
11204122,AP_11204122_5515,MA55,27500000000,30000000000,,
11204122,AP_11204122_5516,MA56,27500000000,30000000000,,
11204122,AP_11204122_5517,MA57,27500000000,30000000000,,
11204122,AP_11204122_5518,MA58,27500000000,30000000000,,
11204122,AP_11204122_5519,MA59,27500000000,30000000000,,
11204122,AP_11204122_5520,MA60,27500000000,30000000000,,
11204122,AP_11204122_5521,MA61,27500000000,30000000000,,
11204122,AP_11204122_5522,MA62,27500000000,30000000000,,
11204122,AP_11204122_5523,MA63,27500000000,30000000000,,
11204122,AP_11204122_5524,MA64,27500000000,30000000000,,
11204122,AP_11204122_5525,MA65,27500000000,30000000000,,
11204122,AP_11204122_5526,MA66,27500000000,30000000000,,
11204122,AP_11204122_5527,MA67,27500000000,30000000000,,
11204122,AP_11204122_5528,MA68,27500000000,30000000000,,
11204122,AP_11204122_5529,MA69,27500000000,30000000000,,
11204122,AP_11204122_5530,MA70,27500000000,30000000000,,
11204122,AP_11204122_5531,MA71,27500000000,30000000000,,
11204122,AP_11204122_5532,MA72,27500000000,30000000000,,
11204122,AP_11204122_5533,MA73,27500000000,30000000000,,
11204122,AP_11204122_5534,MA74,27500000000,30000000000,,
11204122,AP_11204122_5535,MA75,27500000000,30000000000,,
11204122,AP_11204122_5536,MA76,27500000000,30000000000,,
11204122,AP_11204122_5537,MA77,27500000000,30000000000,,
11204122,AP_11204122_5538,MA78,27500000000,30000000000,,
11204122,AP_11204122_5539,MA79,27500000000,30000000000,,
11204122,AP_11204122_5540,MA80,27500000000,30000000000,,
11204122,AP_11204122_5541,MA81,27500000000,30000000000,,
11204122,AP_11204122_5542,MA82,27500000000,30000000000,,
11204122,AP_11204122_5543,MA83,27500000000,30000000000,,
11204122,AP_11204122_5544,MA84,27500000000,30000000000,,
11204122,AP_11204122_5545,MA85,27500000000,30000000000,,
11204122,AP_11204122_5546,MA86,27500000000,30000000000,,
11204122,AP_11204122_5547,MA87,27500000000,30000000000,,
11204122,AP_11204122_5548,MA88,27500000000,30000000000,,
11204122,AP_11204122_5549,MA89,27500000000,30000000000,,
11204122,AP_11204122_5550,MA90,27500000000,30000000000,,
11204122,AP_11204122_5551,MA91,27500000000,30000000000,,
11204122,AP_11204122_5552,MA92,27500000000,30000000000,,
11204127,AP_11204127_5958,MA7,27500000000,28100000000,,
11204127,AP_11204127_5957,MA6,27500000000,28100000000,,
11204127,AP_11204127_5960,MA9,27500000000,28100000000,,
11204127,AP_11204127_5961,MA10,27500000000,28100000000,,
11204127,AP_11204127_5962,MA11,27500000000,28100000000,,
11204127,AP_11204127_5963,MA12,27500000000,28100000000,,
11204127,AP_11204127_5964,MA13,27500000000,28100000000,,
11204127,AP_11204127_5965,MA14,27500000000,28100000000,,
11204127,AP_11204127_5966,MA15,27500000000,28100000000,,
11204127,AP_11204127_5967,MA16,27500000000,28100000000,,
11204127,AP_11204127_5968,MA17,27500000000,28100000000,,
11204127,AP_11204127_5969,MA18,27500000000,28100000000,,
11204127,AP_11204127_5970,MA19,27500000000,28100000000,,
11204127,AP_11204127_5971,MA20,27500000000,28100000000,,
11204127,AP_11204127_5972,MA21,27500000000,28100000000,,
11204127,AP_11204127_5973,MA22,27500000000,28100000000,,
11204127,AP_11204127_5974,MA23,27500000000,28100000000,,
11204127,AP_11204127_5975,MA24,27500000000,28100000000,,
11204127,AP_11204127_5976,MA25,27500000000,28100000000,,
11204127,AP_11204127_5977,MA26,27500000000,28100000000,,
11204127,AP_11204127_5978,MA27,27500000000,28100000000,,
11204127,AP_11204127_5979,MA28,27500000000,28100000000,,
11204127,AP_11204127_5980,MA29,27500000000,28100000000,,
11204127,AP_11204127_5981,MA30,27500000000,28100000000,,
11204127,AP_11204127_5982,MA31,27500000000,28100000000,,
11204127,AP_11204127_5983,MA32,27500000000,28100000000,,
11204127,AP_11204127_5984,MA33,27500000000,28100000000,,
11204127,AP_11204127_5985,MA34,27500000000,28100000000,,
11204127,AP_11204127_5986,MA35,27500000000,28100000000,,
11204127,AP_11204127_5987,MA36,27500000000,28100000000,,
11204127,AP_11204127_5988,MA37,27500000000,28100000000,,
11204127,AP_11204127_5989,MA38,27500000000,28100000000,,
11204127,AP_11204127_5990,MA39,27500000000,28100000000,,
11204127,AP_11204127_5991,MA40,27500000000,28100000000,,
11204127,AP_11204127_5992,MA41,27500000000,28100000000,,
11204127,AP_11204127_5993,MA42,27500000000,28100000000,,
11204127,AP_11204127_5959,MA8,27500000000,28100000000,,
11204127,AP_11204127_5956,MA5,27500000000,28100000000,,
11204127,AP_11204127_5955,MA4,27500000000,28100000000,,
11204127,AP_11204127_5954,MA3,27500000000,28100000000,,
11204127,AP_11204127_5953,MA2,27500000000,28100000000,,
11204127,AP_11204127_5952,MA1,27500000000,28100000000,,
11209362,AP_11209362_5994,MA1,28100000000,28500000000,,
11209364,AP_11209364_6001,MA7,27500000000,27700000000,,
11209364,AP_11209364_6002,MA8,27500000000,27700000000,,
11209364,AP_11209364_6003,MA9,27500000000,27700000000,,
11209364,AP_11209364_6004,MA10,27500000000,27700000000,,
11209364,AP_11209364_6005,MA11,27500000000,27700000000,,
11209364,AP_11209364_6000,MA6,27500000000,27700000000,,
11209364,AP_11209364_6006,MA12,27500000000,27700000000,,
11209364,AP_11209364_5999,MA5,27500000000,27700000000,,
11209364,AP_11209364_5998,MA4,27500000000,27700000000,,
11209364,AP_11209364_5997,MA3,27500000000,27700000000,,
11209364,AP_11209364_5996,MA2,27500000000,27700000000,,
11209364,AP_11209364_5995,MA1,27500000000,27700000000,,
11209365,AP_11209365_6007,MA1,27700000000,28700000000,,
11210917,AP_11210917_0001,Area 0001,28500000000,29500000000,,
11210917,AP_11210917_0007,Area 0007,29100000000,29500000000,,
11232380,AP_11232380_6066,Market area,20200000000,21200000000,,
11232522,AP_11232522_6068,Market area,30000000000,31000000000,,
11240788,AP_11240788_6070,MA1,27500000000,30000000000,,
11240791,AP_11240791_6071,MA1,27500000000,30000000000,,
11240792,AP_11240792_6072,MA1,27500000000,30000000000,,
11240795,AP_11240795_6073,MA1,27500000000,30000000000,,
11244562,AP_11244562_6081,MA1,27500000000,30000000000,,
11244563,AP_11244563_6082,MA1,27500000000,30000000000,,
11266071,AP_11266071_6118,ma003,24700000000,24900000000,,
11266071,AP_11266071_6117,ma002,24700000000,24900000000,,
11266071,AP_11266071_6116,ma001,24700000000,24900000000,,
11266072,AP_11266072_6119,ma001,24700000000,25000000000,,
11266073,AP_11266073_6120,ma001,24900000000,25100000000,,
11268278,AP_11268278_6154,Albany,25700000000,26700000000,,
11268278,AP_11268278_6155,Albury,25700000000,26700000000,,
11268278,AP_11268278_6156,Armidale,25700000000,26700000000,,
11268278,AP_11268278_6157,Bendigo,25700000000,26700000000,,
11268278,AP_11268278_6158,Bundaberg/Hervey Bay,25700000000,26700000000,,
11268278,AP_11268278_6159,Cairns,25700000000,26700000000,,
11268278,AP_11268278_6160,Coffs Harbour,25700000000,26700000000,,
11268278,AP_11268278_6161,Forster/Tuncurry,25700000000,26700000000,,
11268278,AP_11268278_6162,Launceston,25700000000,26700000000,,
11268278,AP_11268278_6163,Mackay,25700000000,26700000000,,
11268278,AP_11268278_6164,Mildura,25700000000,26700000000,,
11268278,AP_11268278_6165,Port Macquarie,25700000000,26700000000,,
11268278,AP_11268278_6166,Rockhampton,25700000000,26700000000,,
11268278,AP_11268278_6167,Shepparton/Mooroopna,25700000000,26700000000,,
11268278,AP_11268278_6168,Townsville,25700000000,26700000000,,
11268278,AP_11268278_6169,Traralgon/Morwell,25700000000,26700000000,,
11268278,AP_11268278_6170,Wagga Wagga,25700000000,26700000000,,
11268278,AP_11268278_6171,Warrnambool,25700000000,26700000000,,
11268278,AP_11268278_6172,Greater Perth Lower,25100000000,26100000000,,
11268278,AP_11268278_6173,Hobart Lower,25700000000,26700000000,,
11268278,AP_11268278_6174,Margaret River Lower,25700000000,26700000000,,
11268278,AP_11268278_6153,Sydney/Bathurst,25700000000,26700000000,,
11268278,AP_11268278_6152,Melbourne/Ballarat,25700000000,26700000000,,
11268278,AP_11268278_6151,Greater Brisbane/Lismore,25700000000,26700000000,,
11268278,AP_11268278_6150,Darwin,25700000000,26700000000,,
11268278,AP_11268278_6148,Adelaide,25700000000,26700000000,,
11268278,AP_11268278_6149,Canberra,25700000000,26700000000,,
11274789,AP_11274789_6177,ma001,25100000000,25500000000,,
11274789,AP_11274789_6178,ma002,25100000000,25500000000,,
11274789,AP_11274789_6179,ma003,25100000000,25500000000,,
11274789,AP_11274789_6184,ma008,25100000000,25500000000,,
11274789,AP_11274789_6181,ma005,25100000000,25500000000,,
11274789,AP_11274789_6182,ma006,25100000000,25500000000,,
11274789,AP_11274789_6183,ma007,25100000000,25500000000,,
11274789,AP_11274789_6180,ma004,25100000000,25500000000,,
11275966,AP_11275966_6209,Greater Perth Lower,26900000000,27000000000,,
11275966,AP_11275966_6210,Greater Perth Upper 1,27000000000,27300000000,,
11275966,AP_11275966_6211,Greater Perth Upper 2,27000000000,27300000000,,
11275966,AP_11275966_6212,Hobart Lower,26700000000,27000000000,,
11275966,AP_11275966_6213,Hobart Upper,27000000000,27300000000,,
11275966,AP_11275966_6214,Margaret River Lower,26700000000,27000000000,,
11275966,AP_11275966_6215,Margaret River Upper,27000000000,27300000000,,
11275966,AP_11275966_6185,Adelaide,25100000000,25700000000,,
11275966,AP_11275966_6186,Canberra,25100000000,25700000000,,
11275966,AP_11275966_6187,Darwin,25100000000,25700000000,,
11275966,AP_11275966_6188,Greater Brisbane/Lismore,25100000000,25700000000,,
11275966,AP_11275966_6189,Melbourne/Ballarat,25100000000,25500000000,,
11275966,AP_11275966_6190,Sydney/Bathurst,25100000000,25500000000,,
11275966,AP_11275966_6191,Albany,25100000000,25700000000,,
11275966,AP_11275966_6192,Albury,25100000000,25700000000,,
11275966,AP_11275966_6193,Armidale,25100000000,25700000000,,
11275966,AP_11275966_6194,Bendigo,25100000000,25700000000,,
11275966,AP_11275966_6195,Bundaberg/Hervey Bay,25100000000,25700000000,,
11275966,AP_11275966_6196,Cairns,25100000000,25700000000,,
11275966,AP_11275966_6197,Coffs Harbour,25100000000,25700000000,,
11275966,AP_11275966_6198,Forster/Tuncurry,25100000000,25700000000,,
11275966,AP_11275966_6199,Launceston,25100000000,25700000000,,
11275966,AP_11275966_6200,Mackay,25100000000,25700000000,,
11275966,AP_11275966_6201,Mildura,25100000000,25700000000,,
11275966,AP_11275966_6202,Port Macquarie,25100000000,25700000000,,
11275966,AP_11275966_6203,Rockhampton,25100000000,25700000000,,
11275966,AP_11275966_6204,Shepparton/Mooroopna,25100000000,25700000000,,
11275966,AP_11275966_6205,Townsville,25100000000,25700000000,,
11275966,AP_11275966_6206,Traralgon/Morwell,25100000000,25700000000,,
11275966,AP_11275966_6207,Wagga Wagga,25100000000,25700000000,,
11275966,AP_11275966_6208,Warrnambool,25100000000,25700000000,,
11275967,AP_11275967_6216,Adelaide,26700000000,27500000000,,
11275967,AP_11275967_6217,Canberra,26700000000,27500000000,,
11275967,AP_11275967_6242,Margaret River Lower,25100000000,25700000000,,
11275967,AP_11275967_6241,Hobart Lower,25100000000,25700000000,,
11275967,AP_11275967_6218,Darwin,26700000000,27500000000,,
11275967,AP_11275967_6219,Greater Brisbane/Lismore,26700000000,27500000000,,
11275967,AP_11275967_6220,Melbourne/Ballarat,26700000000,27500000000,,
11275967,AP_11275967_6221,Sydney/Bathurst,26700000000,27500000000,,
11275967,AP_11275967_6222,Albany,26700000000,27500000000,,
11275967,AP_11275967_6223,Albury,26700000000,27500000000,,
11275967,AP_11275967_6224,Armidale,26700000000,27500000000,,
11275967,AP_11275967_6225,Bendigo,26700000000,27500000000,,
11275967,AP_11275967_6226,Bundaberg/Hervey Bay,26700000000,27500000000,,
11275967,AP_11275967_6227,Cairns,26700000000,27500000000,,
11275967,AP_11275967_6228,Coffs Harbour,26700000000,27500000000,,
11275967,AP_11275967_6229,Forster/Tuncurry,26700000000,27500000000,,
11275967,AP_11275967_6230,Launceston,26700000000,27500000000,,
11275967,AP_11275967_6231,Mackay,26700000000,27500000000,,
11275967,AP_11275967_6232,Mildura,26700000000,27500000000,,
11275967,AP_11275967_6233,Port Macquarie,26700000000,27500000000,,
11275967,AP_11275967_6234,Rockhampton,26700000000,27500000000,,
11275967,AP_11275967_6235,Shepparton/Mooroopna,26700000000,27500000000,,
11275967,AP_11275967_6236,Townsville,26700000000,27500000000,,
11275967,AP_11275967_6237,Traralgon/Morwell,26700000000,27500000000,,
11275967,AP_11275967_6238,Wagga Wagga,26700000000,27500000000,,
11275967,AP_11275967_6239,Warrnambool,26700000000,27500000000,,
11275967,AP_11275967_6240,Greater Perth Lower,26100000000,26900000000,,
11275968,AP_11275968_6243,Greater Perth Upper 1,27300000000,27500000000,,
11275968,AP_11275968_6244,Greater Perth Upper 2,27300000000,27500000000,,
11275968,AP_11275968_6245,Margaret River Upper,27300000000,27500000000,,
11286123,AP_11286123_6247,ma035,3510000000,3575000000,,
11286123,AP_11286123_6246,ma034,3510000000,3575000000,,
11286123,AP_11286123_6248,ma036,3510000000,3575000000,,
11286123,AP_11286123_6249,ma042,3442500000,3475000000,,
11286123,AP_11286123_6249,ma042,3542500000,3575000000,,
11286123,AP_11286123_6256,Merge: ma029 + Merge: ma027 + ma030,3475000000,3571500000,,
11286123,AP_11286123_6251,Merge: ma001 + ma002,3475000000,3543500000,,
11286123,AP_11286123_6252,Merge: ma005 + ma008,3475000000,3540000000,,
11286123,AP_11286123_6253,Merge: ma011 + ma018,3475000000,3540000000,,
11286123,AP_11286123_6254,Merge: ma019 + ma020,3475000000,3575000000,,
11286123,AP_11286123_6255,Merge: ma025 + ma026,3477500000,3542500000,,
11286123,AP_11286123_6250,ma043,3510000000,3575000000,,
11286124,AP_11286124_6258,ma004,3539000000,3542500000,,
11286124,AP_11286124_6257,ma003,3539000000,3542500000,,
11286124,AP_11286124_6259,Merge: ma001 + ma002,3543500000,3547000000,,
11286124,AP_11286124_6261,Merge: Merge: ma031 + Merge: ma027 + ma028 + Merge: ma033 + Merge: ma032 + Merge: ma029 + ma030,3571500000,3575000000,,
11286124,AP_11286124_6260,Merge: Merge: ma008 + ma009 + Merge: Merge: ma005 + ma006 + Merge: ma007 + ma010,3540000000,3542500000,,
11286125,AP_11286125_6262,Merge: Merge: ma016 + ma018 + Merge: Merge: ma013 + ma014 + Merge: ma017 + Merge: ma015 + Merge: ma011 + ma012,3540000000,3542500000,,
11286126,AP_11286126_6266,ma051,3540000000,3542500000,,
11286126,AP_11286126_6265,ma050,3490000000,3492500000,,
11286126,AP_11286126_6264,ma049,3485500000,3489000000,,
11286126,AP_11286126_6263,ma048,3485500000,3489000000,,
11286128,AP_11286128_6271,ma049,3489000000,3492500000,,
11286128,AP_11286128_6272,ma052,3490000000,3492500000,,
11286128,AP_11286128_6270,ma048,3489000000,3492500000,,
11286128,AP_11286128_6269,ma047,3490000000,3492500000,,
11286128,AP_11286128_6268,ma046,3540000000,3542500000,,
11286128,AP_11286128_6273,Merge: ma025 + ma026,3475000000,3477500000,,
11286128,AP_11286128_6267,ma045,3490000000,3492500000,,
11286129,AP_11286129_6277,ma021,3475000000,3575000000,,
11286129,AP_11286129_6278,ma022,3475000000,3575000000,,
11286129,AP_11286129_6279,ma023,3475000000,3575000000,,
11286129,AP_11286129_6280,ma024,3475000000,3575000000,,
11286129,AP_11286129_6281,ma032,3475000000,3571500000,,
11286129,AP_11286129_6282,ma033,3475000000,3571500000,,
11286129,AP_11286129_6283,ma037,3510000000,3575000000,,
11286129,AP_11286129_6285,ma038,3510000000,3575000000,,
11286129,AP_11286129_6286,ma039,3510000000,3575000000,,
11286129,AP_11286129_6288,ma040,3510000000,3575000000,,
11286129,AP_11286129_6290,ma045,3425000000,3490000000,,
11286129,AP_11286129_6291,ma046,3475000000,3540000000,,
11286129,AP_11286129_6292,ma047,3425000000,3490000000,,
11286129,AP_11286129_6293,ma048,3425000000,3485500000,,
11286129,AP_11286129_6294,ma049,3425000000,3485500000,,
11286129,AP_11286129_6295,ma050,3425000000,3490000000,,
11286129,AP_11286129_6296,ma052,3425000000,3490000000,,
11286129,AP_11286129_6297,Merge: ma017 + Merge: ma015 + Merge: ma013 + Merge: ma012 + ma014,3475000000,3540000000,,
11286129,AP_11286129_6298,Merge: ma028 + ma031,3475000000,3571500000,,
11286129,AP_11286129_6299,Merge: ma041 + ma053,3442500000,3475000000,,
11286129,AP_11286129_6299,Merge: ma041 + ma053,3542500000,3575000000,,
11286129,AP_11286129_6305,Merge: Merge: ma006 + ma009 + Merge: ma051 + Merge: ma007 + ma010,3475000000,3540000000,,
11286129,AP_11286129_6274,ma003,3475000000,3539000000,,
11286129,AP_11286129_6275,ma004,3475000000,3539000000,,
11286129,AP_11286129_6276,ma016,3475000000,3540000000,,
11286131,AP_11286131_6316,Merge: Merge: ma002 + ma003 + Merge: ma004 + ma037,3400000000,3475000000,,
11286131,AP_11286131_6315,Merge: ma044 + Merge: ma026 + ma043,3400000000,3475000000,,
11286131,AP_11286131_6323,Merge: Merge: ma036 + Merge: ma023 + ma039 + Merge: Merge: ma022 + ma046 + Merge: ma024 + Merge: ma020 + ma021,3400000000,3475000000,,
11286131,AP_11286131_6320,Merge: Merge: ma034 + Merge: ma016 + ma018 + Merge: Merge: ma033 + Merge: ma030 + ma031 + Merge: ma035 + Merge: ma032 + Merge: ma017 + Merge: ma015 + Merge: ma014 + ma040,3400000000,3475000000,,
11286131,AP_11286131_6318,Merge: Merge: ma010 + ma038 + Merge: ma051 + Merge: ma008 + ma009,3400000000,3475000000,,
11289345,AP_11289345_6357,ma031,25700000000,26700000000,,
11289345,AP_11289345_6358,ma032,25700000000,26700000000,,
11289345,AP_11289345_6359,ma033,25700000000,26700000000,,
11289345,AP_11289345_6360,ma034,25700000000,26700000000,,
11289345,AP_11289345_6361,ma035,25700000000,26700000000,,
11289345,AP_11289345_6362,ma036,25700000000,26700000000,,
11289345,AP_11289345_6363,ma037,25700000000,26700000000,,
11289345,AP_11289345_6400,ma075,25700000000,26700000000,,
11289345,AP_11289345_6401,ma076,25700000000,26700000000,,
11289345,AP_11289345_6402,ma077,25700000000,26700000000,,
11289345,AP_11289345_6403,ma078,25700000000,26700000000,,
11289345,AP_11289345_6404,ma079,25700000000,26700000000,,
11289345,AP_11289345_6405,ma080,25700000000,26700000000,,
11289345,AP_11289345_6406,ma081,25700000000,26700000000,,
11289345,AP_11289345_6407,ma082,25700000000,26700000000,,
11289345,AP_11289345_6408,ma083,25700000000,26700000000,,
11289345,AP_11289345_6409,ma084,25700000000,26700000000,,
11289345,AP_11289345_6410,ma085,25700000000,26700000000,,
11289345,AP_11289345_6411,ma086,25700000000,26700000000,,
11289345,AP_11289345_6412,ma087,25700000000,26700000000,,
11289345,AP_11289345_6413,ma088,25700000000,26700000000,,
11289345,AP_11289345_6414,ma089,25700000000,26700000000,,
11289345,AP_11289345_6415,ma090,25700000000,26700000000,,
11289345,AP_11289345_6416,ma091,25700000000,26700000000,,
11289345,AP_11289345_6417,ma092,25700000000,26700000000,,
11289345,AP_11289345_6418,ma093,25700000000,26700000000,,
11289345,AP_11289345_6419,ma094,25700000000,26700000000,,
11289345,AP_11289345_6420,ma095,25700000000,26700000000,,
11289345,AP_11289345_6421,ma096,25700000000,26700000000,,
11289345,AP_11289345_6423,ma097,25700000000,26700000000,,
11289345,AP_11289345_6424,ma098,25700000000,26700000000,,
11289345,AP_11289345_6425,ma099,25700000000,26700000000,,
11289345,AP_11289345_6426,Merge: ma048 + ma049,25700000000,26700000000,,
11289345,AP_11289345_6325,ma001,25100000000,26100000000,,
11289345,AP_11289345_6326,ma002,25100000000,26100000000,,
11289345,AP_11289345_6328,ma003,25700000000,26700000000,,
11289345,AP_11289345_6329,ma004,25100000000,26100000000,,
11289345,AP_11289345_6330,ma005,25100000000,26100000000,,
11289345,AP_11289345_6331,ma006,25700000000,26700000000,,
11289345,AP_11289345_6332,ma007,25700000000,26700000000,,
11289345,AP_11289345_6333,ma008,25700000000,26700000000,,
11289345,AP_11289345_6334,ma009,25700000000,26700000000,,
11289345,AP_11289345_6335,ma010,25100000000,26100000000,,
11289345,AP_11289345_6336,ma011,25700000000,26700000000,,
11289345,AP_11289345_6337,ma012,25700000000,26700000000,,
11289345,AP_11289345_6338,ma013,25700000000,26700000000,,
11289345,AP_11289345_6339,ma014,25700000000,26700000000,,
11289345,AP_11289345_6340,ma015,25700000000,26700000000,,
11289345,AP_11289345_6341,ma016,25700000000,26700000000,,
11289345,AP_11289345_6342,ma017,25700000000,26700000000,,
11289345,AP_11289345_6343,ma018,25700000000,26700000000,,
11289345,AP_11289345_6344,ma019,25700000000,26700000000,,
11289345,AP_11289345_6345,ma020,25700000000,26700000000,,
11289345,AP_11289345_6346,ma021,25700000000,26700000000,,
11289345,AP_11289345_6347,ma022,25100000000,26100000000,,
11289345,AP_11289345_6348,ma023,25700000000,26700000000,,
11289345,AP_11289345_6349,ma024,25700000000,26700000000,,
11289345,AP_11289345_6350,ma025,25700000000,26700000000,,
11289345,AP_11289345_6352,ma026,25700000000,26700000000,,
11289345,AP_11289345_6353,ma027,25700000000,26700000000,,
11289345,AP_11289345_6354,ma028,25700000000,26700000000,,
11289345,AP_11289345_6355,ma029,25700000000,26700000000,,
11289345,AP_11289345_6356,ma030,25700000000,26700000000,,
11289345,AP_11289345_6364,ma038,25700000000,26700000000,,
11289345,AP_11289345_6365,ma039,25700000000,26700000000,,
11289345,AP_11289345_6366,ma040,25700000000,26700000000,,
11289345,AP_11289345_6367,ma041,25700000000,26700000000,,
11289345,AP_11289345_6368,ma042,25700000000,26700000000,,
11289345,AP_11289345_6369,ma043,25700000000,26700000000,,
11289345,AP_11289345_6370,ma044,25700000000,26700000000,,
11289345,AP_11289345_6371,ma045,25700000000,26700000000,,
11289345,AP_11289345_6372,ma046,25700000000,26700000000,,
11289345,AP_11289345_6373,ma047,25700000000,26700000000,,
11289345,AP_11289345_6374,ma050,25700000000,26700000000,,
11289345,AP_11289345_6375,ma051,25700000000,26700000000,,
11289345,AP_11289345_6376,ma052,25700000000,26700000000,,
11289345,AP_11289345_6377,ma053,25700000000,26700000000,,
11289345,AP_11289345_6378,ma054,25700000000,26700000000,,
11289345,AP_11289345_6379,ma055,25700000000,26700000000,,
11289345,AP_11289345_6380,ma056,25700000000,26700000000,,
11289345,AP_11289345_6381,ma057,25700000000,26700000000,,
11289345,AP_11289345_6382,ma058,25700000000,26700000000,,
11289345,AP_11289345_6383,ma059,25700000000,26700000000,,
11289345,AP_11289345_6384,ma060,25700000000,26700000000,,
11289345,AP_11289345_6385,ma061,25700000000,26700000000,,
11289345,AP_11289345_6386,ma062,25700000000,26700000000,,
11289345,AP_11289345_6387,ma063,25700000000,26700000000,,
11289345,AP_11289345_6388,ma064,25700000000,26700000000,,
11289345,AP_11289345_6389,ma065,25700000000,26700000000,,
11289345,AP_11289345_6391,ma066,25700000000,26700000000,,
11289345,AP_11289345_6392,ma067,25700000000,26700000000,,
11289345,AP_11289345_6393,ma068,25700000000,26700000000,,
11289345,AP_11289345_6394,ma069,25700000000,26700000000,,
11289345,AP_11289345_6395,ma070,25700000000,26700000000,,
11289345,AP_11289345_6396,ma071,25700000000,26700000000,,
11289345,AP_11289345_6397,ma072,25700000000,26700000000,,
11289345,AP_11289345_6398,ma073,25700000000,26700000000,,
11289345,AP_11289345_6399,ma074,25700000000,26700000000,,
11290216,AP_11290216_6460,ma015,25100000000,25700000000,,
11290216,AP_11290216_6462,Merge: ma012 + ma013,26700000000,27500000000,,
11290216,AP_11290216_6428,ma001,26100000000,26900000000,,
11290216,AP_11290216_6429,ma002,26100000000,26900000000,,
11290216,AP_11290216_6431,ma003,26700000000,27500000000,,
11290216,AP_11290216_6433,ma004,26100000000,26900000000,,
11290216,AP_11290216_6458,ma014,26700000000,27500000000,,
11290216,AP_11290216_6435,ma006,26700000000,27500000000,,
11290216,AP_11290216_6437,ma007,26700000000,27500000000,,
11290216,AP_11290216_6438,ma008,26700000000,27500000000,,
11290216,AP_11290216_6439,ma009,26700000000,27500000000,,
11290216,AP_11290216_6456,ma010,26700000000,27500000000,,
11290216,AP_11290216_6457,ma011,26100000000,26900000000,,
11290216,AP_11290216_6434,ma005,26700000000,27500000000,,
11290241,AP_11290241_6502,Area 6502,26500000000,26700000000,,
11290241,AP_11290241_6501,Area 6501,25100000000,25300000000,,
11290241,AP_11290241_6470,ma004,26900000000,27100000000,,
11290241,AP_11290241_6469,ma003,25100000000,25300000000,,
11290241,AP_11290241_6468,ma002,25100000000,25300000000,,
11290241,AP_11290241_6466,ma001,25100000000,25300000000,,
11290655,AP_11290655_6471,ma001,25100000000,25500000000,,
11290655,AP_11290655_6472,ma002,25100000000,25500000000,,
11290655,AP_11290655_6473,ma003,25100000000,25500000000,,
11290655,AP_11290655_6474,ma004,25100000000,25500000000,,
11290655,AP_11290655_6475,ma005,25100000000,25500000000,,
11290655,AP_11290655_6476,ma006,25100000000,25500000000,,
11290655,AP_11290655_6477,ma007,25100000000,25500000000,,
11290655,AP_11290655_6480,ma010,25100000000,25500000000,,
11290655,AP_11290655_6478,ma008,25100000000,25500000000,,
11290655,AP_11290655_6479,ma009,25100000000,25500000000,,
11290655,AP_11290655_6482,ma012,25300000000,25700000000,,
11290655,AP_11290655_6481,ma011,25300000000,25700000000,,
11293381,AP_11293381_0001,Area 0001,27500000000,30000000000,,
11293382,AP_11293382_0001,Area 0001,27500000000,30000000000,,
11306567,AP_11306567_0001,Area 0001,27500000000,30000000000,,
11312472,AP_11268279_6176,Sydney/Bathurst,25500000000,25700000000,,
11312472,AP_11268279_6175,Melbourne/Ballarat,25500000000,25700000000,,
11314962,AP_11314962_0001,Area 0001,27500000000,30000000000,,
11314963,AP_11314963_0001,Area 0001,27500000000,30000000000,,
11333393,AP_11333393_0001,Area 0001,27500000000,30000000000,,
11345733,AP_9469879_2741,Area 1,2500000000,2510000000,2620000000,2630000000
11345734,AP_9469880_2742,Area 1,2500000000,2510000000,2620000000,2630000000
11376005,AP_11376005_0001,Area 0001,27500000000,30000000000,,
11376006,AP_11376006_0001,Area 0001,27500000000,30000000000,,
11376994,AP_11376994_6496,ma001,27700000000,27900000000,,
11376994,AP_11376994_6497,ma002,27500000000,27700000000,,
11376994,AP_11376994_6498,ma003,27500000000,27900000000,,
11376994,AP_11376994_6499,ma004,27500000000,27900000000,,
11376994,AP_11376994_6500,ma005,27500000000,27700000000,,
11376994,AP_11376994_6501,ma006,27500000000,27700000000,,
11376994,AP_11376994_6502,ma007,27700000000,27900000000,,
11474614,AP_11474614_0002,Area 0002,27500000000,30000000000,,
11474614,AP_11474614_0001,Area 0001,27500000000,30000000000,,
11624549,AP_11624549_6505,ma001,28100000000,28200000000,,
11645284,AP_11645284_6506,ma001,27500000000,27600000000,,
11646058,AP_11646058_0001,Area 0001,27500000000,27600000000,,
11646059,AP_11646059_0001,Area 0001,27500000000,27600000000,,
11646060,AP_11646060_0001,Area 0001,27500000000,27600000000,,
11656513,AP_11656513_0005,Area 0005,25500000000,25600000000,,
11656513,AP_11656513_0004,Area 0004,25100000000,26100000000,,
11656513,AP_11656513_0003,Area 0003,25100000000,26100000000,,
